ID,Target
451,Music-Play
452,Music-Play
453,Radio-Listen
454,TVProgram-Play
455,Alarm-Update
456,TVProgram-Play
457,Weather-Query
458,Radio-Listen
459,FilmTele-Play
460,Travel-Query
461,Travel-Query
462,Music-Play
463,Weather-Query
464,Music-Play
465,Weather-Query
466,Alarm-Update
467,Music-Play
468,Video-Play
469,Video-Play
470,FilmTele-Play
471,FilmTele-Play
472,Calendar-Query
473,Other
474,Video-Play
475,Alarm-Update
476,Video-Play
477,Music-Play
478,Music-Play
479,FilmTele-Play
480,Radio-Listen
481,Radio-Listen
482,Radio-Listen
483,FilmTele-Play
484,HomeAppliance-Control
485,HomeAppliance-Control
486,Video-Play
487,FilmTele-Play
488,FilmTele-Play
489,FilmTele-Play
490,Music-Play
491,Video-Play
492,Travel-Query
493,Other
494,Calendar-Query
495,TVProgram-Play
496,Other
497,Radio-Listen
498,Audio-Play
499,TVProgram-Play
500,Video-Play
501,Music-Play
502,Weather-Query
503,FilmTele-Play
504,Audio-Play
505,FilmTele-Play
506,Travel-Query
507,Music-Play
508,TVProgram-Play
509,FilmTele-Play
510,Video-Play
511,Travel-Query
512,Music-Play
513,Radio-Listen
514,Video-Play
515,HomeAppliance-Control
516,Audio-Play
517,Weather-Query
518,Other
519,Audio-Play
520,Radio-Listen
521,FilmTele-Play
522,Music-Play
523,Radio-Listen
524,FilmTele-Play
525,Weather-Query
526,Alarm-Update
527,Video-Play
528,HomeAppliance-Control
529,Radio-Listen
530,Radio-Listen
531,FilmTele-Play
532,Radio-Listen
533,Audio-Play
534,Travel-Query
535,Video-Play
536,Video-Play
537,HomeAppliance-Control
538,Video-Play
539,FilmTele-Play
540,HomeAppliance-Control
541,Radio-Listen
542,TVProgram-Play
543,FilmTele-Play
544,Weather-Query
545,Video-Play
546,Radio-Listen
547,Video-Play
548,Radio-Listen
549,Calendar-Query
550,Audio-Play
551,Other
552,Travel-Query
553,Music-Play
554,Music-Play
555,Radio-Listen
556,Video-Play
557,Radio-Listen
558,FilmTele-Play
559,HomeAppliance-Control
560,Travel-Query
561,Video-Play
562,HomeAppliance-Control
563,Alarm-Update
564,Radio-Listen
565,Music-Play
566,HomeAppliance-Control
567,Video-Play
568,Video-Play
569,Music-Play
570,Travel-Query
571,Music-Play
572,HomeAppliance-Control
573,Music-Play
574,Video-Play
575,Alarm-Update
576,Audio-Play
577,Alarm-Update
578,FilmTele-Play
579,Calendar-Query
580,Travel-Query
581,Calendar-Query
582,Alarm-Update
583,FilmTele-Play
584,Radio-Listen
585,TVProgram-Play
586,Video-Play
587,Weather-Query
588,FilmTele-Play
589,TVProgram-Play
590,Radio-Listen
591,Music-Play
592,Audio-Play
593,Calendar-Query
594,Audio-Play
595,TVProgram-Play
596,Alarm-Update
597,FilmTele-Play
598,Alarm-Update
599,Music-Play
600,Music-Play
601,Music-Play
602,FilmTele-Play
603,Alarm-Update
604,Travel-Query
605,Travel-Query
606,Travel-Query
607,Music-Play
608,FilmTele-Play
609,HomeAppliance-Control
610,FilmTele-Play
611,HomeAppliance-Control
612,Music-Play
613,TVProgram-Play
614,HomeAppliance-Control
615,Calendar-Query
616,Calendar-Query
617,Other
618,Music-Play
619,Music-Play
620,Weather-Query
621,Travel-Query
622,Audio-Play
623,Music-Play
624,HomeAppliance-Control
625,Radio-Listen
626,Travel-Query
627,Video-Play
628,TVProgram-Play
629,FilmTele-Play
630,FilmTele-Play
631,FilmTele-Play
632,Travel-Query
633,FilmTele-Play
634,Weather-Query
635,Radio-Listen
636,Audio-Play
637,Weather-Query
638,FilmTele-Play
639,Audio-Play
640,Video-Play
641,Weather-Query
642,Audio-Play
643,Video-Play
644,Travel-Query
645,Music-Play
646,HomeAppliance-Control
647,Alarm-Update
648,TVProgram-Play
649,Music-Play
650,FilmTele-Play
651,Calendar-Query
652,Video-Play
653,FilmTele-Play
654,Audio-Play
655,Music-Play
656,HomeAppliance-Control
657,Music-Play
658,Radio-Listen
659,Travel-Query
660,HomeAppliance-Control
661,TVProgram-Play
662,Radio-Listen
663,Music-Play
664,Other
665,HomeAppliance-Control
666,Music-Play
667,FilmTele-Play
668,Radio-Listen
669,FilmTele-Play
670,HomeAppliance-Control
671,Weather-Query
672,TVProgram-Play
673,FilmTele-Play
674,Video-Play
675,Alarm-Update
676,Alarm-Update
677,FilmTele-Play
678,FilmTele-Play
679,Music-Play
680,Alarm-Update
681,FilmTele-Play
682,FilmTele-Play
683,Weather-Query
684,Weather-Query
685,Music-Play
686,Radio-Listen
687,Video-Play
688,HomeAppliance-Control
689,FilmTele-Play
690,Video-Play
691,Calendar-Query
692,Audio-Play
693,FilmTele-Play
694,Calendar-Query
695,TVProgram-Play
696,Radio-Listen
697,FilmTele-Play
698,FilmTele-Play
699,Travel-Query
700,FilmTele-Play
701,HomeAppliance-Control
702,Radio-Listen
703,FilmTele-Play
704,Radio-Listen
705,Audio-Play
706,Travel-Query
707,Radio-Listen
708,Radio-Listen
709,HomeAppliance-Control
710,Weather-Query
711,FilmTele-Play
712,FilmTele-Play
713,Music-Play
714,Calendar-Query
715,Weather-Query
716,Video-Play
717,Alarm-Update
718,Music-Play
719,Travel-Query
720,Video-Play
721,TVProgram-Play
722,HomeAppliance-Control
723,Travel-Query
724,Calendar-Query
725,Alarm-Update
726,HomeAppliance-Control
727,Radio-Listen
728,Weather-Query
729,Travel-Query
730,Music-Play
731,Radio-Listen
732,Video-Play
733,HomeAppliance-Control
734,TVProgram-Play
735,Other
736,TVProgram-Play
737,Radio-Listen
738,TVProgram-Play
739,Other
740,Calendar-Query
741,HomeAppliance-Control
742,Video-Play
743,FilmTele-Play
744,Video-Play
745,Music-Play
746,FilmTele-Play
747,Weather-Query
748,Other
749,Travel-Query
750,Music-Play
751,Radio-Listen
752,FilmTele-Play
753,TVProgram-Play
754,Calendar-Query
755,Alarm-Update
756,Audio-Play
757,Weather-Query
758,Radio-Listen
759,Video-Play
760,FilmTele-Play
761,Weather-Query
762,Travel-Query
763,Audio-Play
764,Music-Play
765,Travel-Query
766,Video-Play
767,Music-Play
768,Radio-Listen
769,FilmTele-Play
770,TVProgram-Play
771,Music-Play
772,Video-Play
773,Video-Play
774,TVProgram-Play
775,Calendar-Query
776,Weather-Query
777,Video-Play
778,Calendar-Query
779,Weather-Query
780,Travel-Query
781,Weather-Query
782,Other
783,Video-Play
784,Travel-Query
785,Video-Play
786,Weather-Query
787,Radio-Listen
788,Music-Play
789,Audio-Play
790,Music-Play
791,Video-Play
792,Radio-Listen
793,FilmTele-Play
794,Calendar-Query
795,Calendar-Query
796,Radio-Listen
797,Calendar-Query
798,Calendar-Query
799,HomeAppliance-Control
800,TVProgram-Play
801,Music-Play
802,Audio-Play
803,Video-Play
804,FilmTele-Play
805,Radio-Listen
806,Music-Play
807,TVProgram-Play
808,Music-Play
809,Alarm-Update
810,HomeAppliance-Control
811,TVProgram-Play
812,Music-Play
813,Radio-Listen
814,FilmTele-Play
815,Music-Play
816,Video-Play
817,Calendar-Query
818,Other
819,Video-Play
820,FilmTele-Play
821,FilmTele-Play
822,Weather-Query
823,Radio-Listen
824,Weather-Query
825,Alarm-Update
826,Music-Play
827,Weather-Query
828,Weather-Query
829,Alarm-Update
830,Music-Play
831,Video-Play
832,FilmTele-Play
833,Weather-Query
834,Weather-Query
835,Weather-Query
836,Music-Play
837,Radio-Listen
838,Travel-Query
839,Video-Play
840,TVProgram-Play
841,Alarm-Update
842,Music-Play
843,HomeAppliance-Control
844,Music-Play
845,Calendar-Query
846,Music-Play
847,HomeAppliance-Control
848,FilmTele-Play
849,Radio-Listen
850,Alarm-Update
851,Alarm-Update
852,Radio-Listen
853,FilmTele-Play
854,Travel-Query
855,Radio-Listen
856,FilmTele-Play
857,Video-Play
858,FilmTele-Play
859,Music-Play
860,Radio-Listen
861,Radio-Listen
862,Video-Play
863,Alarm-Update
864,Radio-Listen
865,Alarm-Update
866,Video-Play
867,Music-Play
868,Radio-Listen
869,Radio-Listen
870,Video-Play
871,TVProgram-Play
872,FilmTele-Play
873,Radio-Listen
874,Weather-Query
875,Calendar-Query
876,Alarm-Update
877,Radio-Listen
878,Calendar-Query
879,Radio-Listen
880,Audio-Play
881,Audio-Play
882,Video-Play
883,Weather-Query
884,Music-Play
885,TVProgram-Play
886,TVProgram-Play
887,Weather-Query
888,TVProgram-Play
889,FilmTele-Play
890,Travel-Query
891,FilmTele-Play
892,Music-Play
893,Radio-Listen
894,TVProgram-Play
895,HomeAppliance-Control
896,Radio-Listen
897,Music-Play
898,Weather-Query
899,Alarm-Update
900,Other
901,Music-Play
902,Alarm-Update
903,Weather-Query
904,Music-Play
905,Radio-Listen
906,Alarm-Update
907,Music-Play
908,Radio-Listen
909,FilmTele-Play
910,Radio-Listen
911,Radio-Listen
912,Weather-Query
913,FilmTele-Play
914,Music-Play
915,Calendar-Query
916,Weather-Query
917,FilmTele-Play
918,FilmTele-Play
919,Audio-Play
920,Travel-Query
921,Calendar-Query
922,Calendar-Query
923,Weather-Query
924,Calendar-Query
925,Radio-Listen
926,Calendar-Query
927,Music-Play
928,Radio-Listen
929,Radio-Listen
930,Calendar-Query
931,Audio-Play
932,Radio-Listen
933,Radio-Listen
934,Travel-Query
935,Calendar-Query
936,FilmTele-Play
937,Alarm-Update
938,Music-Play
939,FilmTele-Play
940,Travel-Query
941,FilmTele-Play
942,Travel-Query
943,FilmTele-Play
944,Video-Play
945,FilmTele-Play
946,Weather-Query
947,HomeAppliance-Control
948,Video-Play
949,FilmTele-Play
950,Calendar-Query
951,Audio-Play
952,Other
953,Radio-Listen
954,Calendar-Query
955,Alarm-Update
956,HomeAppliance-Control
957,Audio-Play
958,FilmTele-Play
959,TVProgram-Play
960,FilmTele-Play
961,Radio-Listen
962,Alarm-Update
963,Radio-Listen
964,Music-Play
965,Audio-Play
966,FilmTele-Play
967,FilmTele-Play
968,Travel-Query
969,Radio-Listen
970,Calendar-Query
971,Video-Play
972,Radio-Listen
973,Audio-Play
974,Weather-Query
975,Music-Play
976,Radio-Listen
977,FilmTele-Play
978,FilmTele-Play
979,FilmTele-Play
980,FilmTele-Play
981,Audio-Play
982,Audio-Play
983,Video-Play
984,Audio-Play
985,Calendar-Query
986,Weather-Query
987,Alarm-Update
988,Radio-Listen
989,Weather-Query
990,Weather-Query
991,Radio-Listen
992,Radio-Listen
993,Calendar-Query
994,HomeAppliance-Control
995,Radio-Listen
996,FilmTele-Play
997,Other
998,Travel-Query
999,Video-Play
1000,Weather-Query
1001,Calendar-Query
1002,TVProgram-Play
1003,Travel-Query
1004,Alarm-Update
1005,Travel-Query
1006,Radio-Listen
1007,TVProgram-Play
1008,Alarm-Update
1009,Alarm-Update
1010,Music-Play
1011,Calendar-Query
1012,Radio-Listen
1013,Music-Play
1014,Weather-Query
1015,TVProgram-Play
1016,TVProgram-Play
1017,Music-Play
1018,Music-Play
1019,TVProgram-Play
1020,FilmTele-Play
1021,FilmTele-Play
1022,Radio-Listen
1023,Radio-Listen
1024,FilmTele-Play
1025,Alarm-Update
1026,FilmTele-Play
1027,FilmTele-Play
1028,Alarm-Update
1029,Radio-Listen
1030,Music-Play
1031,Alarm-Update
1032,Other
1033,Alarm-Update
1034,Weather-Query
1035,Radio-Listen
1036,Travel-Query
1037,Music-Play
1038,Music-Play
1039,Calendar-Query
1040,Music-Play
1041,Travel-Query
1042,Other
1043,Other
1044,Audio-Play
1045,Video-Play
1046,Radio-Listen
1047,TVProgram-Play
1048,Weather-Query
1049,Music-Play
1050,Radio-Listen
1051,Audio-Play
1052,TVProgram-Play
1053,Music-Play
1054,Audio-Play
1055,Music-Play
1056,FilmTele-Play
1057,Alarm-Update
1058,Radio-Listen
1059,FilmTele-Play
1060,HomeAppliance-Control
1061,Calendar-Query
1062,Alarm-Update
1063,Alarm-Update
1064,Alarm-Update
1065,FilmTele-Play
1066,TVProgram-Play
1067,Weather-Query
1068,FilmTele-Play
1069,Video-Play
1070,Radio-Listen
1071,Radio-Listen
1072,Radio-Listen
1073,Other
1074,Music-Play
1075,FilmTele-Play
1076,Music-Play
1077,Calendar-Query
1078,Alarm-Update
1079,TVProgram-Play
1080,FilmTele-Play
1081,Travel-Query
1082,Alarm-Update
1083,Travel-Query
1084,Alarm-Update
1085,Weather-Query
1086,Audio-Play
1087,Weather-Query
1088,Travel-Query
1089,HomeAppliance-Control
1090,Video-Play
1091,Calendar-Query
1092,Alarm-Update
1093,Music-Play
1094,Music-Play
1095,Alarm-Update
1096,HomeAppliance-Control
1097,FilmTele-Play
1098,Travel-Query
1099,Calendar-Query
1100,HomeAppliance-Control
1101,Other
1102,HomeAppliance-Control
1103,Music-Play
1104,Calendar-Query
1105,HomeAppliance-Control
1106,FilmTele-Play
1107,Alarm-Update
1108,HomeAppliance-Control
1109,Video-Play
1110,FilmTele-Play
1111,Video-Play
1112,Video-Play
1113,Alarm-Update
1114,Alarm-Update
1115,Calendar-Query
1116,HomeAppliance-Control
1117,Alarm-Update
1118,FilmTele-Play
1119,Radio-Listen
1120,HomeAppliance-Control
1121,Radio-Listen
1122,HomeAppliance-Control
1123,TVProgram-Play
1124,Alarm-Update
1125,FilmTele-Play
1126,Video-Play
1127,HomeAppliance-Control
1128,Travel-Query
1129,Alarm-Update
1130,Radio-Listen
1131,Radio-Listen
1132,Weather-Query
1133,Radio-Listen
1134,TVProgram-Play
1135,Weather-Query
1136,Alarm-Update
1137,Music-Play
1138,FilmTele-Play
1139,Calendar-Query
1140,Radio-Listen
1141,Alarm-Update
1142,Music-Play
1143,Calendar-Query
1144,HomeAppliance-Control
1145,Video-Play
1146,Weather-Query
1147,FilmTele-Play
1148,Music-Play
1149,FilmTele-Play
1150,FilmTele-Play
1151,Video-Play
1152,Music-Play
1153,HomeAppliance-Control
1154,Other
1155,Other
1156,Audio-Play
1157,Weather-Query
1158,Radio-Listen
1159,Video-Play
1160,FilmTele-Play
1161,FilmTele-Play
1162,Travel-Query
1163,Radio-Listen
1164,Weather-Query
1165,HomeAppliance-Control
1166,Audio-Play
1167,FilmTele-Play
1168,Radio-Listen
1169,Music-Play
1170,Video-Play
1171,Alarm-Update
1172,FilmTele-Play
1173,FilmTele-Play
1174,Radio-Listen
1175,Radio-Listen
1176,Music-Play
1177,Music-Play
1178,Travel-Query
1179,Music-Play
1180,Radio-Listen
1181,Video-Play
1182,Video-Play
1183,FilmTele-Play
1184,Radio-Listen
1185,Music-Play
1186,HomeAppliance-Control
1187,HomeAppliance-Control
1188,Travel-Query
1189,Audio-Play
1190,Other
1191,Video-Play
1192,Music-Play
1193,Radio-Listen
1194,Travel-Query
1195,HomeAppliance-Control
1196,HomeAppliance-Control
1197,Other
1198,TVProgram-Play
1199,Alarm-Update
1200,Travel-Query
1201,FilmTele-Play
1202,Radio-Listen
1203,Travel-Query
1204,FilmTele-Play
1205,Travel-Query
1206,Alarm-Update
1207,Music-Play
1208,Music-Play
1209,Audio-Play
1210,HomeAppliance-Control
1211,Travel-Query
1212,TVProgram-Play
1213,FilmTele-Play
1214,Other
1215,Video-Play
1216,Radio-Listen
1217,Calendar-Query
1218,Music-Play
1219,Alarm-Update
1220,Alarm-Update
1221,Calendar-Query
1222,Music-Play
1223,TVProgram-Play
1224,TVProgram-Play
1225,FilmTele-Play
1226,Other
1227,Radio-Listen
1228,Travel-Query
1229,Music-Play
1230,Travel-Query
1231,Travel-Query
1232,HomeAppliance-Control
1233,Music-Play
1234,Travel-Query
1235,Audio-Play
1236,FilmTele-Play
1237,FilmTele-Play
1238,HomeAppliance-Control
1239,Other
1240,FilmTele-Play
1241,Video-Play
1242,Weather-Query
1243,Weather-Query
1244,Calendar-Query
1245,Weather-Query
1246,Weather-Query
1247,Music-Play
1248,Music-Play
1249,Weather-Query
1250,Radio-Listen
1251,Calendar-Query
1252,Video-Play
1253,HomeAppliance-Control
1254,Radio-Listen
1255,Music-Play
1256,Music-Play
1257,Weather-Query
1258,Weather-Query
1259,HomeAppliance-Control
1260,Alarm-Update
1261,Video-Play
1262,Weather-Query
1263,Video-Play
1264,Other
1265,Other
1266,FilmTele-Play
1267,Weather-Query
1268,FilmTele-Play
1269,Audio-Play
1270,Other
1271,Alarm-Update
1272,FilmTele-Play
1273,Calendar-Query
1274,Travel-Query
1275,Calendar-Query
1276,Music-Play
1277,Radio-Listen
1278,FilmTele-Play
1279,Weather-Query
1280,Radio-Listen
1281,Calendar-Query
1282,Audio-Play
1283,Weather-Query
1284,FilmTele-Play
1285,Radio-Listen
1286,FilmTele-Play
1287,Other
1288,Video-Play
1289,Calendar-Query
1290,Music-Play
1291,HomeAppliance-Control
1292,Travel-Query
1293,Music-Play
1294,Alarm-Update
1295,Other
1296,Video-Play
1297,Music-Play
1298,Travel-Query
1299,Video-Play
1300,Video-Play
1301,HomeAppliance-Control
1302,Weather-Query
1303,Video-Play
1304,Weather-Query
1305,Video-Play
1306,TVProgram-Play
1307,Weather-Query
1308,Radio-Listen
1309,Alarm-Update
1310,FilmTele-Play
1311,Radio-Listen
1312,TVProgram-Play
1313,HomeAppliance-Control
1314,Video-Play
1315,Music-Play
1316,FilmTele-Play
1317,Alarm-Update
1318,Radio-Listen
1319,HomeAppliance-Control
1320,Travel-Query
1321,Alarm-Update
1322,Travel-Query
1323,HomeAppliance-Control
1324,Travel-Query
1325,TVProgram-Play
1326,Audio-Play
1327,Travel-Query
1328,FilmTele-Play
1329,HomeAppliance-Control
1330,Music-Play
1331,Alarm-Update
1332,Travel-Query
1333,Weather-Query
1334,Calendar-Query
1335,FilmTele-Play
1336,FilmTele-Play
1337,Alarm-Update
1338,Travel-Query
1339,Alarm-Update
1340,Calendar-Query
1341,Calendar-Query
1342,Travel-Query
1343,FilmTele-Play
1344,Other
1345,TVProgram-Play
1346,Travel-Query
1347,Video-Play
1348,Video-Play
1349,Radio-Listen
1350,Radio-Listen
1351,TVProgram-Play
1352,FilmTele-Play
1353,Video-Play
1354,FilmTele-Play
1355,Radio-Listen
1356,HomeAppliance-Control
1357,Video-Play
1358,Calendar-Query
1359,Audio-Play
1360,Radio-Listen
1361,Video-Play
1362,Alarm-Update
1363,FilmTele-Play
1364,FilmTele-Play
1365,HomeAppliance-Control
1366,TVProgram-Play
1367,Audio-Play
1368,Alarm-Update
1369,FilmTele-Play
1370,FilmTele-Play
1371,FilmTele-Play
1372,Travel-Query
1373,Calendar-Query
1374,Radio-Listen
1375,Calendar-Query
1376,Audio-Play
1377,Video-Play
1378,Travel-Query
1379,Music-Play
1380,Music-Play
1381,Calendar-Query
1382,TVProgram-Play
1383,TVProgram-Play
1384,Calendar-Query
1385,Radio-Listen
1386,Music-Play
1387,Calendar-Query
1388,Music-Play
1389,HomeAppliance-Control
1390,Radio-Listen
1391,Other
1392,TVProgram-Play
1393,Alarm-Update
1394,Music-Play
1395,Travel-Query
1396,HomeAppliance-Control
1397,TVProgram-Play
1398,FilmTele-Play
1399,Music-Play
1400,Calendar-Query
1401,TVProgram-Play
1402,TVProgram-Play
1403,TVProgram-Play
1404,TVProgram-Play
1405,Video-Play
1406,FilmTele-Play
1407,Music-Play
1408,Travel-Query
1409,HomeAppliance-Control
1410,FilmTele-Play
