ID,Target
501,Radio-Listen
502,Weather-Query
503,FilmTele-Play
504,Other
505,Other
506,Travel-Query
507,Music-Play
508,Other
509,Music-Play
510,Calendar-Query
511,Other
512,Music-Play
513,Radio-Listen
514,Video-Play
515,HomeAppliance-Control
516,Other
517,Weather-Query
518,Other
519,Video-Play
520,Radio-Listen
521,Audio-Play
522,Other
523,Radio-Listen
524,FilmTele-Play
525,Weather-Query
526,Alarm-Update
527,Audio-Play
528,HomeAppliance-Control
529,Calendar-Query
530,Calendar-Query
531,Audio-Play
532,Other
533,Audio-Play
534,Travel-Query
535,Video-Play
536,Video-Play
537,HomeAppliance-Control
538,Video-Play
539,Other
540,Weather-Query
541,Radio-Listen
542,Other
543,Other
544,Weather-Query
545,Audio-Play
546,Other
547,Alarm-Update
548,Radio-Listen
549,Calendar-Query
550,FilmTele-Play
551,Other
552,Travel-Query
553,Music-Play
554,Radio-Listen
555,Radio-Listen
556,Video-Play
557,Other
558,FilmTele-Play
559,HomeAppliance-Control
560,Travel-Query
561,FilmTele-Play
562,HomeAppliance-Control
563,Alarm-Update
564,Other
565,Music-Play
566,HomeAppliance-Control
567,Other
568,Video-Play
569,Other
570,Travel-Query
571,Music-Play
572,HomeAppliance-Control
573,Music-Play
574,Radio-Listen
575,Alarm-Update
576,Audio-Play
577,Alarm-Update
578,FilmTele-Play
579,Calendar-Query
580,Other
581,Calendar-Query
582,Music-Play
583,FilmTele-Play
584,Radio-Listen
585,TVProgram-Play
586,Video-Play
587,Weather-Query
588,Other
589,Other
590,Other
591,Alarm-Update
592,FilmTele-Play
593,Calendar-Query
594,Other
595,Radio-Listen
596,Alarm-Update
597,FilmTele-Play
598,Other
599,FilmTele-Play
600,Music-Play
601,Other
602,Other
603,Alarm-Update
604,Travel-Query
605,Travel-Query
606,Other
607,Music-Play
608,Other
609,HomeAppliance-Control
610,FilmTele-Play
611,HomeAppliance-Control
612,Other
613,Other
614,HomeAppliance-Control
615,Calendar-Query
616,Calendar-Query
617,Audio-Play
618,Other
619,Radio-Listen
620,Weather-Query
621,Travel-Query
622,Audio-Play
623,Music-Play
624,Weather-Query
625,Radio-Listen
626,Travel-Query
627,Video-Play
628,Other
629,Other
630,Other
631,Other
632,Radio-Listen
633,FilmTele-Play
634,Weather-Query
635,TVProgram-Play
636,FilmTele-Play
637,Weather-Query
638,FilmTele-Play
639,Audio-Play
640,Video-Play
641,Alarm-Update
642,Audio-Play
643,HomeAppliance-Control
644,Travel-Query
645,Music-Play
646,HomeAppliance-Control
647,Alarm-Update
648,TVProgram-Play
649,Music-Play
650,Other
651,Other
652,Radio-Listen
653,Other
654,Audio-Play
655,Other
656,HomeAppliance-Control
657,Music-Play
658,Other
659,Travel-Query
660,HomeAppliance-Control
661,Radio-Listen
662,Radio-Listen
663,Other
664,Other
665,HomeAppliance-Control
666,Calendar-Query
667,FilmTele-Play
668,Radio-Listen
669,Other
670,HomeAppliance-Control
671,Other
672,TVProgram-Play
673,FilmTele-Play
674,Other
675,Video-Play
676,Alarm-Update
677,FilmTele-Play
678,FilmTele-Play
679,Other
680,Alarm-Update
681,Other
682,Audio-Play
683,Weather-Query
684,Weather-Query
685,FilmTele-Play
686,TVProgram-Play
687,Alarm-Update
688,HomeAppliance-Control
689,Music-Play
690,TVProgram-Play
691,Calendar-Query
692,Other
693,Other
694,Calendar-Query
695,Other
696,Calendar-Query
697,Other
698,FilmTele-Play
699,Travel-Query
700,FilmTele-Play
701,HomeAppliance-Control
702,Radio-Listen
703,Other
704,Music-Play
705,Other
706,Calendar-Query
707,Radio-Listen
708,Radio-Listen
709,HomeAppliance-Control
710,Weather-Query
711,Audio-Play
712,FilmTele-Play
713,Other
714,Calendar-Query
715,Weather-Query
716,Other
717,Alarm-Update
718,Other
719,Travel-Query
720,Video-Play
721,Other
722,HomeAppliance-Control
723,Calendar-Query
724,Alarm-Update
725,Alarm-Update
726,HomeAppliance-Control
727,Radio-Listen
728,Weather-Query
729,Travel-Query
730,Other
731,Other
732,Other
733,HomeAppliance-Control
734,FilmTele-Play
735,FilmTele-Play
736,TVProgram-Play
737,TVProgram-Play
738,TVProgram-Play
739,FilmTele-Play
740,Calendar-Query
741,HomeAppliance-Control
742,Video-Play
743,Other
744,Other
745,Music-Play
746,FilmTele-Play
747,Weather-Query
748,FilmTele-Play
749,Travel-Query
750,Other
751,Other
752,Music-Play
753,Radio-Listen
754,Calendar-Query
755,Alarm-Update
756,Other
757,Weather-Query
758,Radio-Listen
759,Other
760,FilmTele-Play
761,Weather-Query
762,Travel-Query
763,Audio-Play
764,Music-Play
765,HomeAppliance-Control
766,Video-Play
767,Music-Play
768,Other
769,FilmTele-Play
770,Other
771,Other
772,Calendar-Query
773,TVProgram-Play
774,Other
775,Calendar-Query
776,Weather-Query
777,Video-Play
778,Travel-Query
779,Weather-Query
780,Travel-Query
781,Weather-Query
782,Other
783,Alarm-Update
784,Travel-Query
785,Video-Play
786,Other
787,Radio-Listen
788,Music-Play
789,Other
790,Other
791,Other
792,Radio-Listen
793,FilmTele-Play
794,Other
795,Calendar-Query
796,Other
797,Calendar-Query
798,Calendar-Query
799,HomeAppliance-Control
800,Radio-Listen
801,Music-Play
802,Other
803,FilmTele-Play
804,Audio-Play
805,Radio-Listen
806,FilmTele-Play
807,Other
808,Music-Play
809,Alarm-Update
810,HomeAppliance-Control
811,Other
812,Music-Play
813,Other
814,FilmTele-Play
815,Music-Play
816,Video-Play
817,Calendar-Query
818,Other
819,Video-Play
820,FilmTele-Play
821,FilmTele-Play
822,Weather-Query
823,Radio-Listen
824,Weather-Query
825,Alarm-Update
826,Other
827,Weather-Query
828,Weather-Query
829,Alarm-Update
830,Music-Play
831,Video-Play
832,Calendar-Query
833,Weather-Query
834,Weather-Query
835,Weather-Query
836,Music-Play
837,Radio-Listen
838,Travel-Query
839,Other
840,Radio-Listen
841,Alarm-Update
842,Calendar-Query
843,HomeAppliance-Control
844,Music-Play
845,Calendar-Query
846,Audio-Play
847,HomeAppliance-Control
848,FilmTele-Play
849,Alarm-Update
850,Other
851,Other
852,FilmTele-Play
853,Other
854,Travel-Query
855,Other
856,FilmTele-Play
857,Other
858,Other
859,Music-Play
860,Radio-Listen
861,Other
862,Video-Play
863,Alarm-Update
864,Other
865,Alarm-Update
866,Video-Play
867,Music-Play
868,Other
869,Radio-Listen
870,TVProgram-Play
871,Other
872,Other
873,Other
874,Travel-Query
875,Calendar-Query
876,Alarm-Update
877,Radio-Listen
878,Other
879,Other
880,Audio-Play
881,Other
882,Video-Play
883,Weather-Query
884,FilmTele-Play
885,Other
886,Other
887,Weather-Query
888,Other
889,FilmTele-Play
890,Travel-Query
891,Audio-Play
892,Other
893,Other
894,Radio-Listen
895,HomeAppliance-Control
896,Radio-Listen
897,Music-Play
898,Other
899,Alarm-Update
900,Other
901,Music-Play
902,Alarm-Update
903,HomeAppliance-Control
904,Music-Play
905,Other
906,Other
907,Music-Play
908,Radio-Listen
909,Other
910,Other
911,Other
912,Weather-Query
913,Other
914,Other
915,Calendar-Query
916,Other
917,Other
918,Other
919,FilmTele-Play
920,Other
921,Calendar-Query
922,Calendar-Query
923,Travel-Query
924,Calendar-Query
925,Alarm-Update
926,Calendar-Query
927,Music-Play
928,HomeAppliance-Control
929,Other
930,Calendar-Query
931,Other
932,Travel-Query
933,Other
934,Travel-Query
935,Calendar-Query
936,Audio-Play
937,Other
938,FilmTele-Play
939,FilmTele-Play
940,Travel-Query
941,Video-Play
942,Travel-Query
943,Other
944,Video-Play
945,Video-Play
946,Weather-Query
947,HomeAppliance-Control
948,Calendar-Query
949,FilmTele-Play
950,Other
951,FilmTele-Play
952,Audio-Play
953,Radio-Listen
954,Other
955,Radio-Listen
956,Weather-Query
957,Calendar-Query
958,FilmTele-Play
959,Other
960,FilmTele-Play
961,Radio-Listen
962,Alarm-Update
963,Other
964,Music-Play
965,FilmTele-Play
966,Alarm-Update
967,FilmTele-Play
968,Travel-Query
969,Other
970,Calendar-Query
971,Video-Play
972,Radio-Listen
973,Audio-Play
974,Other
975,Other
976,Radio-Listen
977,Other
978,Other
979,Weather-Query
980,FilmTele-Play
981,FilmTele-Play
982,Audio-Play
983,Other
984,Audio-Play
985,Calendar-Query
986,Weather-Query
987,Alarm-Update
988,Travel-Query
989,Weather-Query
990,Weather-Query
991,Other
992,Other
993,Calendar-Query
994,HomeAppliance-Control
995,Other
996,Radio-Listen
997,Other
998,Travel-Query
999,HomeAppliance-Control
1000,Weather-Query
1001,Calendar-Query
1002,Other
1003,Other
1004,Alarm-Update
1005,Travel-Query
1006,Radio-Listen
1007,Other
1008,Alarm-Update
1009,Alarm-Update
1010,Music-Play
1011,Calendar-Query
1012,Other
1013,Music-Play
1014,Calendar-Query
1015,Other
1016,Alarm-Update
1017,Music-Play
1018,Radio-Listen
1019,Video-Play
1020,Audio-Play
1021,FilmTele-Play
1022,Calendar-Query
1023,Radio-Listen
1024,FilmTele-Play
1025,FilmTele-Play
1026,FilmTele-Play
1027,FilmTele-Play
1028,Alarm-Update
1029,Radio-Listen
1030,Music-Play
1031,Alarm-Update
1032,Audio-Play
1033,Alarm-Update
1034,Weather-Query
1035,Radio-Listen
1036,Travel-Query
1037,Audio-Play
1038,Other
1039,Calendar-Query
1040,Music-Play
1041,Weather-Query
1042,Other
1043,Other
1044,Audio-Play
1045,Other
1046,Radio-Listen
1047,Music-Play
1048,Weather-Query
1049,Music-Play
1050,Radio-Listen
1051,Audio-Play
1052,Other
1053,Radio-Listen
1054,FilmTele-Play
1055,Music-Play
1056,FilmTele-Play
1057,Alarm-Update
1058,Radio-Listen
1059,FilmTele-Play
1060,HomeAppliance-Control
1061,Calendar-Query
1062,Other
1063,Alarm-Update
1064,Alarm-Update
1065,FilmTele-Play
1066,TVProgram-Play
1067,Weather-Query
1068,Other
1069,Video-Play
1070,Radio-Listen
1071,Other
1072,Radio-Listen
1073,Radio-Listen
1074,Other
1075,FilmTele-Play
1076,Other
1077,Calendar-Query
1078,Alarm-Update
1079,Other
1080,FilmTele-Play
1081,Travel-Query
1082,Alarm-Update
1083,FilmTele-Play
1084,Alarm-Update
1085,Weather-Query
1086,Other
1087,Weather-Query
1088,Travel-Query
1089,HomeAppliance-Control
1090,Video-Play
1091,Calendar-Query
1092,Alarm-Update
1093,FilmTele-Play
1094,Music-Play
1095,Alarm-Update
1096,HomeAppliance-Control
1097,FilmTele-Play
1098,Travel-Query
1099,Calendar-Query
1100,HomeAppliance-Control
1101,Other
1102,HomeAppliance-Control
1103,Music-Play
1104,Calendar-Query
1105,HomeAppliance-Control
1106,FilmTele-Play
1107,Alarm-Update
1108,HomeAppliance-Control
1109,Other
1110,Other
1111,Video-Play
1112,Other
1113,Alarm-Update
1114,Alarm-Update
1115,Calendar-Query
1116,Calendar-Query
1117,Alarm-Update
1118,Audio-Play
1119,Radio-Listen
1120,HomeAppliance-Control
1121,Other
1122,HomeAppliance-Control
1123,Other
1124,Alarm-Update
1125,Other
1126,Other
1127,HomeAppliance-Control
1128,Travel-Query
1129,Alarm-Update
1130,Travel-Query
1131,Video-Play
1132,Weather-Query
1133,Radio-Listen
1134,Other
1135,Weather-Query
1136,Alarm-Update
1137,Music-Play
1138,Other
1139,Calendar-Query
1140,Travel-Query
1141,Other
1142,Calendar-Query
1143,Calendar-Query
1144,HomeAppliance-Control
1145,Video-Play
1146,Weather-Query
1147,FilmTele-Play
1148,FilmTele-Play
1149,FilmTele-Play
1150,Other
1151,Music-Play
1152,Calendar-Query
1153,HomeAppliance-Control
1154,Audio-Play
1155,Audio-Play
1156,FilmTele-Play
1157,Weather-Query
1158,Radio-Listen
1159,Video-Play
1160,FilmTele-Play
1161,Other
1162,Radio-Listen
1163,Radio-Listen
1164,Weather-Query
1165,HomeAppliance-Control
1166,FilmTele-Play
1167,FilmTele-Play
1168,Other
1169,Music-Play
1170,Audio-Play
1171,Alarm-Update
1172,Video-Play
1173,Other
1174,Radio-Listen
1175,Other
1176,Music-Play
1177,Other
1178,Travel-Query
1179,Music-Play
1180,Travel-Query
1181,FilmTele-Play
1182,Alarm-Update
1183,Audio-Play
1184,Radio-Listen
1185,Music-Play
1186,HomeAppliance-Control
1187,HomeAppliance-Control
1188,Travel-Query
1189,Audio-Play
1190,Other
1191,Video-Play
1192,Music-Play
1193,Radio-Listen
1194,Travel-Query
1195,HomeAppliance-Control
1196,HomeAppliance-Control
1197,Other
1198,Calendar-Query
1199,Alarm-Update
1200,Travel-Query
1201,Calendar-Query
1202,Radio-Listen
1203,Travel-Query
1204,FilmTele-Play
1205,Travel-Query
1206,Alarm-Update
1207,Other
1208,Music-Play
1209,Audio-Play
1210,HomeAppliance-Control
1211,Travel-Query
1212,Other
1213,FilmTele-Play
1214,Other
1215,Other
1216,Radio-Listen
1217,Calendar-Query
1218,Music-Play
1219,Other
1220,Other
1221,Other
1222,Music-Play
1223,Other
1224,Other
1225,Audio-Play
1226,Other
1227,Radio-Listen
1228,Travel-Query
1229,Other
1230,Travel-Query
1231,Travel-Query
1232,HomeAppliance-Control
1233,Music-Play
1234,Travel-Query
1235,Other
1236,FilmTele-Play
1237,FilmTele-Play
1238,HomeAppliance-Control
1239,Other
1240,Other
1241,Weather-Query
1242,Weather-Query
1243,Weather-Query
1244,Calendar-Query
1245,Weather-Query
1246,Weather-Query
1247,Music-Play
1248,Music-Play
1249,Weather-Query
1250,Radio-Listen
1251,Calendar-Query
1252,Video-Play
1253,Other
1254,Radio-Listen
1255,Audio-Play
1256,Music-Play
1257,Weather-Query
1258,Weather-Query
1259,HomeAppliance-Control
1260,Video-Play
1261,Calendar-Query
1262,Weather-Query
1263,Other
1264,Other
1265,Other
1266,FilmTele-Play
1267,Weather-Query
1268,Other
1269,FilmTele-Play
1270,Other
1271,Audio-Play
1272,Music-Play
1273,Calendar-Query
1274,Travel-Query
1275,Calendar-Query
1276,Music-Play
1277,Other
1278,Music-Play
1279,HomeAppliance-Control
1280,Radio-Listen
1281,Calendar-Query
1282,Audio-Play
1283,Weather-Query
1284,Radio-Listen
1285,Other
1286,Other
1287,Other
1288,Other
1289,Calendar-Query
1290,FilmTele-Play
1291,HomeAppliance-Control
1292,Travel-Query
1293,Other
1294,Alarm-Update
1295,Other
1296,Video-Play
1297,Music-Play
1298,Travel-Query
1299,Other
1300,FilmTele-Play
1301,Other
1302,Weather-Query
1303,Audio-Play
1304,Weather-Query
1305,Video-Play
1306,TVProgram-Play
1307,Weather-Query
1308,FilmTele-Play
1309,Other
1310,Other
1311,Other
1312,Other
1313,HomeAppliance-Control
1314,Other
1315,Music-Play
1316,FilmTele-Play
1317,Alarm-Update
1318,Other
1319,HomeAppliance-Control
1320,Travel-Query
1321,Alarm-Update
1322,Travel-Query
1323,HomeAppliance-Control
1324,Travel-Query
1325,Other
1326,Audio-Play
1327,Radio-Listen
1328,FilmTele-Play
1329,HomeAppliance-Control
1330,HomeAppliance-Control
1331,Alarm-Update
1332,Travel-Query
1333,Weather-Query
1334,Calendar-Query
1335,Other
1336,Music-Play
1337,Alarm-Update
1338,Travel-Query
1339,Alarm-Update
1340,Calendar-Query
1341,Calendar-Query
1342,Travel-Query
1343,FilmTele-Play
1344,Other
1345,Other
1346,Other
1347,Other
1348,Other
1349,Other
1350,Alarm-Update
1351,TVProgram-Play
1352,FilmTele-Play
1353,Calendar-Query
1354,Alarm-Update
1355,Calendar-Query
1356,Calendar-Query
1357,Other
1358,Calendar-Query
1359,Other
1360,Other
1361,Other
1362,Other
1363,Other
1364,Other
1365,HomeAppliance-Control
1366,Other
1367,FilmTele-Play
1368,Alarm-Update
1369,Calendar-Query
1370,FilmTele-Play
1371,Music-Play
1372,Travel-Query
1373,Weather-Query
1374,Radio-Listen
1375,Calendar-Query
1376,Other
1377,Other
1378,Travel-Query
1379,FilmTele-Play
1380,Music-Play
1381,Calendar-Query
1382,Other
1383,Other
1384,Calendar-Query
1385,Radio-Listen
1386,Music-Play
1387,Calendar-Query
1388,Music-Play
1389,HomeAppliance-Control
1390,Radio-Listen
1391,Other
1392,TVProgram-Play
1393,Alarm-Update
1394,Music-Play
1395,Travel-Query
1396,Other
1397,Radio-Listen
1398,FilmTele-Play
1399,Music-Play
1400,Other
1401,Other
1402,Other
1403,Other
1404,Other
1405,Other
1406,FilmTele-Play
1407,FilmTele-Play
1408,Travel-Query
1409,HomeAppliance-Control
1410,Other
1411,Weather-Query
1412,Alarm-Update
1413,Calendar-Query
1414,FilmTele-Play
1415,Calendar-Query
1416,HomeAppliance-Control
1417,Alarm-Update
1418,Audio-Play
1419,Weather-Query
1420,Alarm-Update
1421,Radio-Listen
1422,Other
1423,Music-Play
1424,Audio-Play
1425,Other
1426,Audio-Play
1427,Weather-Query
1428,Alarm-Update
1429,Travel-Query
1430,Alarm-Update
1431,Travel-Query
1432,HomeAppliance-Control
1433,FilmTele-Play
1434,Other
1435,Other
1436,Audio-Play
1437,Calendar-Query
1438,Other
1439,FilmTele-Play
1440,FilmTele-Play
1441,Weather-Query
1442,Other
1443,Radio-Listen
1444,Radio-Listen
1445,Calendar-Query
1446,FilmTele-Play
1447,Other
1448,Travel-Query
1449,Alarm-Update
1450,FilmTele-Play
1451,FilmTele-Play
1452,Music-Play
1453,Video-Play
1454,Calendar-Query
1455,Calendar-Query
1456,Weather-Query
1457,Other
1458,Other
1459,Alarm-Update
1460,Radio-Listen
1461,Video-Play
1462,HomeAppliance-Control
1463,Other
1464,HomeAppliance-Control
1465,Other
1466,Other
1467,Alarm-Update
1468,Other
1469,Calendar-Query
1470,Weather-Query
1471,Other
1472,Other
1473,Other
1474,Music-Play
1475,HomeAppliance-Control
1476,TVProgram-Play
1477,Other
1478,Other
1479,Radio-Listen
1480,Other
1481,HomeAppliance-Control
1482,HomeAppliance-Control
1483,Radio-Listen
1484,FilmTele-Play
1485,Other
1486,Music-Play
1487,Alarm-Update
1488,Travel-Query
1489,Weather-Query
1490,Other
1491,Music-Play
1492,Other
1493,Other
1494,Calendar-Query
1495,Other
1496,HomeAppliance-Control
1497,Video-Play
1498,Travel-Query
1499,Music-Play
1500,Video-Play
1501,Video-Play
1502,Travel-Query
1503,Other
1504,Audio-Play
1505,Calendar-Query
1506,Other
1507,Travel-Query
1508,Other
1509,Other
1510,Other
1511,FilmTele-Play
1512,Alarm-Update
1513,Other
1514,Other
1515,Calendar-Query
1516,Other
1517,Weather-Query
1518,FilmTele-Play
1519,Alarm-Update
1520,Calendar-Query
1521,Other
1522,Alarm-Update
1523,Other
1524,Calendar-Query
1525,Other
1526,Music-Play
1527,TVProgram-Play
1528,Travel-Query
1529,Other
1530,Audio-Play
1531,HomeAppliance-Control
1532,FilmTele-Play
1533,FilmTele-Play
1534,Other
1535,Other
1536,Calendar-Query
1537,Other
1538,Other
1539,Video-Play
1540,HomeAppliance-Control
1541,FilmTele-Play
1542,Calendar-Query
1543,Audio-Play
1544,FilmTele-Play
1545,Radio-Listen
1546,Other
1547,Other
1548,Radio-Listen
1549,Travel-Query
1550,Music-Play
1551,Music-Play
1552,Audio-Play
1553,Audio-Play
1554,Calendar-Query
1555,Weather-Query
1556,Travel-Query
1557,Other
1558,Music-Play
