ID,Target
457,Weather-Query
458,Radio-Listen
459,FilmTele-Play
460,Travel-Query
461,Video-Play
462,Radio-Listen
463,Weather-Query
464,Music-Play
465,Alarm-Update
466,Video-Play
467,Other
468,Video-Play
469,Video-Play
470,Music-Play
471,FilmTele-Play
472,Calendar-Query
473,Music-Play
474,Alarm-Update
475,Alarm-Update
476,Video-Play
477,Music-Play
478,Music-Play
479,FilmTele-Play
480,Travel-Query
481,FilmTele-Play
482,Radio-Listen
483,FilmTele-Play
484,HomeAppliance-Control
485,HomeAppliance-Control
486,Video-Play
487,FilmTele-Play
488,FilmTele-Play
489,Travel-Query
490,FilmTele-Play
491,Alarm-Update
492,FilmTele-Play
493,Other
494,Calendar-Query
495,Video-Play
496,Music-Play
497,Alarm-Update
498,FilmTele-Play
499,TVProgram-Play
500,Video-Play
501,FilmTele-Play
502,Weather-Query
503,FilmTele-Play
504,Other
505,FilmTele-Play
506,Travel-Query
507,Music-Play
508,TVProgram-Play
509,FilmTele-Play
510,Other
511,Weather-Query
512,Music-Play
513,Radio-Listen
514,Travel-Query
515,HomeAppliance-Control
516,Music-Play
517,Weather-Query
518,Music-Play
519,Video-Play
520,Radio-Listen
521,Radio-Listen
522,FilmTele-Play
523,Radio-Listen
524,Radio-Listen
525,Other
526,Alarm-Update
527,Video-Play
528,Travel-Query
529,Music-Play
530,Travel-Query
531,Audio-Play
532,Audio-Play
533,FilmTele-Play
534,Travel-Query
535,Video-Play
536,Video-Play
537,HomeAppliance-Control
538,Video-Play
539,Other
540,Weather-Query
541,Radio-Listen
542,Other
543,Other
544,Weather-Query
545,Music-Play
546,Video-Play
547,Calendar-Query
548,Radio-Listen
549,Calendar-Query
550,Music-Play
551,FilmTele-Play
552,Travel-Query
553,Music-Play
554,Music-Play
555,Radio-Listen
556,TVProgram-Play
557,FilmTele-Play
558,Music-Play
559,HomeAppliance-Control
560,Alarm-Update
561,FilmTele-Play
562,HomeAppliance-Control
563,Alarm-Update
564,Other
565,Video-Play
566,HomeAppliance-Control
567,FilmTele-Play
568,Video-Play
569,Calendar-Query
570,Weather-Query
571,Music-Play
572,HomeAppliance-Control
573,Music-Play
574,Video-Play
575,Alarm-Update
576,FilmTele-Play
577,Alarm-Update
578,Other
579,Calendar-Query
580,HomeAppliance-Control
581,Travel-Query
582,Music-Play
583,Travel-Query
584,Radio-Listen
585,TVProgram-Play
586,TVProgram-Play
587,Weather-Query
588,Radio-Listen
589,TVProgram-Play
590,HomeAppliance-Control
591,FilmTele-Play
592,Audio-Play
593,Weather-Query
594,Audio-Play
595,Video-Play
596,Alarm-Update
597,Music-Play
598,FilmTele-Play
599,FilmTele-Play
600,Music-Play
601,Music-Play
602,FilmTele-Play
603,Alarm-Update
604,Travel-Query
605,Other
606,Weather-Query
607,Music-Play
608,Music-Play
609,HomeAppliance-Control
610,Music-Play
611,HomeAppliance-Control
612,Audio-Play
613,TVProgram-Play
614,HomeAppliance-Control
615,Calendar-Query
616,Calendar-Query
617,Audio-Play
618,FilmTele-Play
619,Travel-Query
620,Weather-Query
621,Travel-Query
622,FilmTele-Play
623,Music-Play
624,HomeAppliance-Control
625,Radio-Listen
626,Video-Play
627,FilmTele-Play
628,TVProgram-Play
629,Other
630,FilmTele-Play
631,Alarm-Update
632,Radio-Listen
633,Video-Play
634,Weather-Query
635,FilmTele-Play
636,Other
637,Weather-Query
638,FilmTele-Play
639,Audio-Play
640,Video-Play
641,Weather-Query
642,Audio-Play
643,Radio-Listen
644,Travel-Query
645,Music-Play
646,HomeAppliance-Control
647,Alarm-Update
648,Alarm-Update
649,Music-Play
650,Video-Play
651,TVProgram-Play
652,Video-Play
653,Audio-Play
654,Audio-Play
655,FilmTele-Play
656,HomeAppliance-Control
657,Music-Play
658,Video-Play
659,Travel-Query
660,HomeAppliance-Control
661,TVProgram-Play
662,Radio-Listen
663,FilmTele-Play
664,Calendar-Query
665,HomeAppliance-Control
666,Alarm-Update
667,FilmTele-Play
668,Radio-Listen
669,Music-Play
670,HomeAppliance-Control
671,HomeAppliance-Control
672,TVProgram-Play
673,FilmTele-Play
674,Video-Play
675,Weather-Query
676,Alarm-Update
677,Music-Play
678,FilmTele-Play
679,Radio-Listen
680,Alarm-Update
681,Calendar-Query
682,FilmTele-Play
683,Weather-Query
684,Weather-Query
685,Video-Play
686,Radio-Listen
687,Music-Play
688,HomeAppliance-Control
689,Music-Play
690,Video-Play
691,Calendar-Query
692,Travel-Query
693,Travel-Query
694,Calendar-Query
695,TVProgram-Play
696,TVProgram-Play
697,Music-Play
698,Audio-Play
699,Travel-Query
700,Audio-Play
701,HomeAppliance-Control
702,Radio-Listen
703,FilmTele-Play
704,Audio-Play
705,Alarm-Update
706,HomeAppliance-Control
707,Radio-Listen
708,Radio-Listen
709,HomeAppliance-Control
710,Weather-Query
711,Music-Play
712,FilmTele-Play
713,Video-Play
714,Calendar-Query
715,Weather-Query
716,TVProgram-Play
717,Alarm-Update
718,HomeAppliance-Control
719,Travel-Query
720,Video-Play
721,FilmTele-Play
722,HomeAppliance-Control
723,Video-Play
724,FilmTele-Play
725,Alarm-Update
726,Weather-Query
727,Radio-Listen
728,Travel-Query
729,Travel-Query
730,Music-Play
731,TVProgram-Play
732,Alarm-Update
733,HomeAppliance-Control
734,Music-Play
735,Weather-Query
736,FilmTele-Play
737,Other
738,TVProgram-Play
739,Calendar-Query
740,Calendar-Query
741,HomeAppliance-Control
742,Video-Play
743,Radio-Listen
744,Alarm-Update
745,Music-Play
746,FilmTele-Play
747,Travel-Query
748,FilmTele-Play
749,Travel-Query
750,Music-Play
751,FilmTele-Play
752,FilmTele-Play
753,TVProgram-Play
754,Calendar-Query
755,Calendar-Query
756,Audio-Play
757,Weather-Query
758,Other
759,Travel-Query
760,Radio-Listen
761,Video-Play
762,Travel-Query
763,Audio-Play
764,FilmTele-Play
765,HomeAppliance-Control
766,Video-Play
767,Music-Play
768,FilmTele-Play
769,Audio-Play
770,Video-Play
771,Other
772,Alarm-Update
773,HomeAppliance-Control
774,TVProgram-Play
775,Calendar-Query
776,Weather-Query
777,Video-Play
778,Audio-Play
779,HomeAppliance-Control
780,Alarm-Update
781,Weather-Query
782,FilmTele-Play
783,Music-Play
784,Calendar-Query
785,Video-Play
786,Video-Play
787,Radio-Listen
788,FilmTele-Play
789,Music-Play
790,FilmTele-Play
791,Other
792,Radio-Listen
793,FilmTele-Play
794,Calendar-Query
795,Calendar-Query
796,Radio-Listen
797,Calendar-Query
798,Calendar-Query
799,HomeAppliance-Control
800,TVProgram-Play
801,Music-Play
802,FilmTele-Play
803,Video-Play
804,FilmTele-Play
805,Radio-Listen
806,Other
807,TVProgram-Play
808,Music-Play
809,Alarm-Update
810,Weather-Query
811,TVProgram-Play
812,Music-Play
813,Radio-Listen
814,FilmTele-Play
815,Music-Play
816,Video-Play
817,Calendar-Query
818,Travel-Query
819,Video-Play
820,Audio-Play
821,Music-Play
822,Weather-Query
823,Radio-Listen
824,Weather-Query
825,Calendar-Query
826,FilmTele-Play
827,Weather-Query
828,Radio-Listen
829,Alarm-Update
830,Music-Play
831,Video-Play
832,FilmTele-Play
833,Calendar-Query
834,Weather-Query
835,Weather-Query
836,Music-Play
837,Radio-Listen
838,Travel-Query
839,Music-Play
840,Radio-Listen
841,Alarm-Update
842,Travel-Query
843,HomeAppliance-Control
844,Music-Play
845,Calendar-Query
846,FilmTele-Play
847,Weather-Query
848,Travel-Query
849,FilmTele-Play
850,Music-Play
851,Video-Play
852,FilmTele-Play
853,Video-Play
854,Travel-Query
855,Radio-Listen
856,FilmTele-Play
857,TVProgram-Play
858,FilmTele-Play
859,Music-Play
860,Radio-Listen
861,FilmTele-Play
862,Video-Play
863,Alarm-Update
864,Weather-Query
865,Alarm-Update
866,Video-Play
867,Music-Play
868,FilmTele-Play
869,Radio-Listen
870,TVProgram-Play
871,TVProgram-Play
872,FilmTele-Play
873,Video-Play
874,FilmTele-Play
875,Calendar-Query
876,Alarm-Update
877,Radio-Listen
878,Other
879,Video-Play
880,FilmTele-Play
881,FilmTele-Play
882,Video-Play
883,Weather-Query
884,FilmTele-Play
885,TVProgram-Play
886,TVProgram-Play
887,Travel-Query
888,HomeAppliance-Control
889,FilmTele-Play
890,Alarm-Update
891,Radio-Listen
892,Music-Play
893,Other
894,TVProgram-Play
895,HomeAppliance-Control
896,Radio-Listen
897,Music-Play
898,Weather-Query
899,Alarm-Update
900,FilmTele-Play
901,Music-Play
902,Alarm-Update
903,HomeAppliance-Control
904,Music-Play
905,Weather-Query
906,FilmTele-Play
907,Radio-Listen
908,Radio-Listen
909,FilmTele-Play
910,Travel-Query
911,HomeAppliance-Control
912,Travel-Query
913,TVProgram-Play
914,Other
915,Calendar-Query
916,Other
917,TVProgram-Play
918,FilmTele-Play
919,Audio-Play
920,Travel-Query
921,Calendar-Query
922,Calendar-Query
923,Weather-Query
924,Weather-Query
925,Weather-Query
926,FilmTele-Play
927,Music-Play
928,Travel-Query
929,HomeAppliance-Control
930,Calendar-Query
931,Other
932,Radio-Listen
933,Calendar-Query
934,Travel-Query
935,Calendar-Query
936,Audio-Play
937,HomeAppliance-Control
938,FilmTele-Play
939,FilmTele-Play
940,Travel-Query
941,Calendar-Query
942,Weather-Query
943,Other
944,Video-Play
945,Video-Play
946,Travel-Query
947,HomeAppliance-Control
948,Travel-Query
949,Audio-Play
950,FilmTele-Play
951,FilmTele-Play
952,Audio-Play
953,Radio-Listen
954,Alarm-Update
955,Alarm-Update
956,Travel-Query
957,Other
958,Video-Play
959,Video-Play
960,Music-Play
961,Radio-Listen
962,Alarm-Update
963,Other
964,FilmTele-Play
965,Video-Play
966,Video-Play
967,FilmTele-Play
968,Travel-Query
969,FilmTele-Play
970,Calendar-Query
971,Calendar-Query
972,Radio-Listen
973,Audio-Play
974,Weather-Query
975,Video-Play
976,Radio-Listen
977,FilmTele-Play
978,Music-Play
979,Weather-Query
980,FilmTele-Play
981,FilmTele-Play
982,Audio-Play
983,Other
984,Audio-Play
985,Calendar-Query
986,Video-Play
987,Alarm-Update
988,Weather-Query
989,Weather-Query
990,Weather-Query
991,Other
992,Other
993,Calendar-Query
994,HomeAppliance-Control
995,Music-Play
996,Alarm-Update
997,FilmTele-Play
998,Travel-Query
999,Weather-Query
1000,Weather-Query
1001,Calendar-Query
1002,TVProgram-Play
1003,Travel-Query
1004,Alarm-Update
1005,Travel-Query
1006,Radio-Listen
1007,TVProgram-Play
1008,Alarm-Update
1009,Alarm-Update
1010,Audio-Play
1011,Calendar-Query
1012,Radio-Listen
1013,Video-Play
1014,Weather-Query
1015,TVProgram-Play
1016,Alarm-Update
1017,Music-Play
1018,Radio-Listen
1019,Weather-Query
1020,Music-Play
1021,FilmTele-Play
1022,Weather-Query
1023,Radio-Listen
1024,Alarm-Update
1025,Video-Play
1026,FilmTele-Play
1027,FilmTele-Play
1028,Alarm-Update
1029,Radio-Listen
1030,Music-Play
1031,Alarm-Update
1032,Radio-Listen
1033,Alarm-Update
1034,Weather-Query
1035,Radio-Listen
1036,FilmTele-Play
1037,Audio-Play
1038,Audio-Play
1039,Calendar-Query
1040,Video-Play
1041,Weather-Query
1042,FilmTele-Play
1043,Radio-Listen
1044,FilmTele-Play
1045,Video-Play
1046,Radio-Listen
1047,Radio-Listen
1048,Alarm-Update
1049,HomeAppliance-Control
1050,FilmTele-Play
1051,Travel-Query
1052,Music-Play
1053,Other
1054,FilmTele-Play
1055,Calendar-Query
1056,FilmTele-Play
1057,Alarm-Update
1058,Radio-Listen
1059,FilmTele-Play
1060,HomeAppliance-Control
1061,HomeAppliance-Control
1062,FilmTele-Play
1063,Weather-Query
1064,Alarm-Update
1065,FilmTele-Play
1066,TVProgram-Play
1067,Music-Play
1068,Other
1069,Video-Play
1070,Radio-Listen
1071,Other
1072,Radio-Listen
1073,FilmTele-Play
1074,Weather-Query
1075,FilmTele-Play
1076,Audio-Play
1077,Weather-Query
1078,Alarm-Update
1079,Other
1080,FilmTele-Play
1081,Radio-Listen
1082,Alarm-Update
1083,FilmTele-Play
1084,Alarm-Update
1085,Weather-Query
1086,FilmTele-Play
1087,Weather-Query
1088,Travel-Query
1089,HomeAppliance-Control
1090,Video-Play
1091,Calendar-Query
1092,Alarm-Update
1093,Other
1094,Music-Play
1095,Alarm-Update
1096,HomeAppliance-Control
1097,Video-Play
1098,Travel-Query
1099,Calendar-Query
1100,HomeAppliance-Control
1101,Weather-Query
1102,HomeAppliance-Control
1103,Video-Play
1104,Calendar-Query
1105,HomeAppliance-Control
1106,HomeAppliance-Control
1107,Alarm-Update
1108,HomeAppliance-Control
1109,Video-Play
1110,FilmTele-Play
1111,Video-Play
1112,Radio-Listen
1113,Alarm-Update
1114,Alarm-Update
1115,Calendar-Query
1116,Calendar-Query
1117,TVProgram-Play
1118,FilmTele-Play
1119,Radio-Listen
1120,HomeAppliance-Control
1121,Other
1122,HomeAppliance-Control
1123,TVProgram-Play
1124,Travel-Query
1125,Audio-Play
1126,FilmTele-Play
1127,HomeAppliance-Control
1128,Weather-Query
1129,Alarm-Update
1130,Travel-Query
1131,Radio-Listen
1132,Weather-Query
1133,Radio-Listen
1134,Travel-Query
1135,Weather-Query
1136,Alarm-Update
1137,Music-Play
1138,Calendar-Query
1139,Calendar-Query
1140,Weather-Query
1141,FilmTele-Play
1142,Other
1143,Calendar-Query
1144,HomeAppliance-Control
1145,Radio-Listen
1146,Weather-Query
1147,Weather-Query
1148,FilmTele-Play
1149,Music-Play
1150,Radio-Listen
1151,Video-Play
1152,Radio-Listen
1153,HomeAppliance-Control
1154,FilmTele-Play
1155,Video-Play
1156,FilmTele-Play
1157,HomeAppliance-Control
1158,Radio-Listen
1159,Video-Play
1160,Video-Play
1161,FilmTele-Play
1162,Radio-Listen
1163,Radio-Listen
1164,Travel-Query
1165,Travel-Query
1166,FilmTele-Play
1167,FilmTele-Play
1168,Weather-Query
1169,Music-Play
1170,Travel-Query
1171,Alarm-Update
1172,Video-Play
1173,FilmTele-Play
1174,Travel-Query
1175,FilmTele-Play
1176,HomeAppliance-Control
1177,Video-Play
1178,Travel-Query
1179,Music-Play
1180,Radio-Listen
1181,Video-Play
1182,Video-Play
1183,Audio-Play
1184,Radio-Listen
1185,Music-Play
1186,HomeAppliance-Control
1187,HomeAppliance-Control
1188,Travel-Query
1189,FilmTele-Play
1190,Travel-Query
1191,Video-Play
1192,Music-Play
1193,Radio-Listen
1194,Music-Play
1195,HomeAppliance-Control
1196,HomeAppliance-Control
1197,Radio-Listen
1198,Video-Play
1199,Alarm-Update
1200,HomeAppliance-Control
1201,Weather-Query
1202,Radio-Listen
1203,Weather-Query
1204,Video-Play
1205,Travel-Query
1206,Alarm-Update
1207,Other
1208,Music-Play
1209,TVProgram-Play
1210,HomeAppliance-Control
1211,TVProgram-Play
1212,FilmTele-Play
1213,FilmTele-Play
1214,FilmTele-Play
1215,Video-Play
1216,Radio-Listen
1217,Calendar-Query
1218,Music-Play
1219,Alarm-Update
1220,Other
1221,Calendar-Query
1222,Music-Play
1223,TVProgram-Play
1224,TVProgram-Play
1225,Video-Play
1226,FilmTele-Play
1227,Radio-Listen
1228,Travel-Query
1229,FilmTele-Play
1230,FilmTele-Play
1231,Other
1232,HomeAppliance-Control
1233,FilmTele-Play
1234,Travel-Query
1235,Other
1236,FilmTele-Play
1237,FilmTele-Play
1238,HomeAppliance-Control
1239,Other
1240,FilmTele-Play
1241,FilmTele-Play
1242,Video-Play
1243,Weather-Query
1244,Calendar-Query
1245,Travel-Query
1246,Weather-Query
1247,Music-Play
1248,Music-Play
1249,Weather-Query
1250,Radio-Listen
1251,Calendar-Query
1252,Video-Play
1253,Other
1254,Radio-Listen
1255,Weather-Query
1256,Weather-Query
1257,Travel-Query
1258,Weather-Query
1259,Weather-Query
1260,Video-Play
1261,Weather-Query
1262,Weather-Query
1263,Travel-Query
1264,Other
1265,Other
1266,FilmTele-Play
1267,FilmTele-Play
1268,Music-Play
1269,Audio-Play
1270,Travel-Query
1271,TVProgram-Play
1272,Video-Play
1273,Calendar-Query
1274,Travel-Query
1275,Calendar-Query
1276,Music-Play
1277,Travel-Query
1278,Video-Play
1279,HomeAppliance-Control
1280,Radio-Listen
1281,Calendar-Query
1282,Audio-Play
1283,Weather-Query
1284,Other
1285,HomeAppliance-Control
1286,Weather-Query
1287,Video-Play
1288,Other
1289,Calendar-Query
1290,Other
1291,Video-Play
1292,Travel-Query
1293,Audio-Play
1294,Alarm-Update
1295,FilmTele-Play
1296,Video-Play
1297,Music-Play
1298,Radio-Listen
1299,FilmTele-Play
1300,Other
1301,FilmTele-Play
1302,Weather-Query
1303,Video-Play
1304,Weather-Query
1305,Other
1306,TVProgram-Play
1307,Calendar-Query
1308,Video-Play
1309,FilmTele-Play
1310,Music-Play
1311,FilmTele-Play
1312,TVProgram-Play
1313,HomeAppliance-Control
1314,Video-Play
1315,Music-Play
1316,FilmTele-Play
1317,Alarm-Update
1318,Calendar-Query
1319,Weather-Query
1320,Travel-Query
1321,Alarm-Update
1322,Weather-Query
1323,HomeAppliance-Control
1324,Travel-Query
1325,TVProgram-Play
1326,Audio-Play
1327,Radio-Listen
1328,FilmTele-Play
1329,HomeAppliance-Control
1330,Other
1331,Alarm-Update
1332,FilmTele-Play
1333,Weather-Query
1334,Radio-Listen
1335,FilmTele-Play
1336,Music-Play
1337,Alarm-Update
1338,Travel-Query
1339,Radio-Listen
1340,Calendar-Query
1341,Calendar-Query
1342,Travel-Query
1343,FilmTele-Play
1344,Other
1345,TVProgram-Play
1346,Other
1347,Other
1348,TVProgram-Play
1349,Weather-Query
1350,FilmTele-Play
1351,Weather-Query
1352,FilmTele-Play
1353,Alarm-Update
1354,FilmTele-Play
1355,Alarm-Update
1356,Weather-Query
1357,Other
1358,Calendar-Query
1359,Other
1360,Radio-Listen
1361,Video-Play
1362,TVProgram-Play
1363,Audio-Play
1364,Calendar-Query
1365,HomeAppliance-Control
1366,TVProgram-Play
1367,FilmTele-Play
1368,Alarm-Update
1369,TVProgram-Play
1370,Alarm-Update
1371,Music-Play
1372,Video-Play
1373,Weather-Query
1374,Radio-Listen
1375,Calendar-Query
1376,Alarm-Update
1377,Video-Play
1378,Travel-Query
1379,Video-Play
1380,Radio-Listen
1381,Calendar-Query
1382,TVProgram-Play
1383,TVProgram-Play
1384,Calendar-Query
1385,Radio-Listen
1386,Music-Play
1387,Calendar-Query
1388,Audio-Play
1389,HomeAppliance-Control
1390,Radio-Listen
1391,Other
1392,TVProgram-Play
1393,Alarm-Update
1394,Music-Play
1395,Travel-Query
1396,Alarm-Update
1397,TVProgram-Play
1398,FilmTele-Play
1399,Music-Play
1400,Calendar-Query
1401,TVProgram-Play
1402,Radio-Listen
1403,Travel-Query
1404,Radio-Listen
1405,Video-Play
1406,FilmTele-Play
1407,FilmTele-Play
1408,FilmTele-Play
1409,HomeAppliance-Control
1410,FilmTele-Play
1411,FilmTele-Play
1412,Alarm-Update
1413,Calendar-Query
1414,FilmTele-Play
1415,Calendar-Query
1416,Weather-Query
1417,Alarm-Update
1418,Radio-Listen
1419,Weather-Query
1420,Alarm-Update
1421,Weather-Query
